Artist,Song Title,Genre,Lyrics
Maroon-5,One Light,Rock,"One light, one light, one light
It's a damned dark world
But it's one light, one light, one light
Long as I'm with you then it's all right
It used to feel like, life was an endless midnight
But now I got one light

Here's to the brokenhearted, yeah
Don't even get me started, yeah
Ain't nobody want to live in this world today (yeah-yeah-yeah-yeah)
Gotta make it through and do whatever it takes

What do I tell my daughters?
How do they get through all this? Ooh
How do I help my brother? How do I save my momma? Ooh
Yeah, when the world go crazy, baby, you always save me
And I don't care what you're gonna say, 'cause I got

One light, one light, one light
It's a damned dark world
But it's one light, one light, one light
Long as I'm with you then it's all right
It used to feel like, life was an endless midnight
But now I got one light"
Maroon-5,Convince Me Otherwise,Rock,"It's been a minute, it's been some time now
(It's been a minute) whoa
I wanna tell you, I need you right now (I wanna tell you, ooh)

You can't convince me otherwise (convince me)
I know I wouldn't be surprised (surprise me)
If you tried to convince me otherwise, you know I
I can't keep waiting, waiting for you

Oh whoa"
Maroon-5,Nobody's Love,Pop,"You can make a grown man cry
If you ever said, ""Goodbye""
Never let you go, oh, I (never let you go, oh, I)
You can make a grown man cry
If you ever left my side
Never let you go, oh, I (never let you go, oh, I)

You're the only hand in my back pocket
If you ever left, I'd go psychotic
Heaven, hear me cryin', cryin'
(Ooh, ooh, ooh)
Baby, you're the key to my heart locket
If you ever left, never unlock it
Lonely like an island, island
(Ooh, ooh, ooh)

If my love ain't your love
It's never gonna be nobody's love
Never gonna need nobody's love but yours (but yours)
If my love ain't your love
It's never gonna be nobody's love
Never gonna need nobody's touch but yours (but yours)

You can make a grown man cry"
Maroon-5,Can't Leave You Alone,Rock,"I just can't leave you alone
We keep goin' back and forth, oh
Why can't you just tell me how you're feelin'?
Why can't you admit it?
I told you everything about me

Quick, give me some Novocaine
It's almost like you're pulling me closer to tell me it's over
But I like the change
I know you think that love's temporary

But please don't compare me to
Anybody, anybody, anybody else now, yeah
Tell me you ain't fallin', but I see you on the way down, whoa

I just can't leave you alone
We keep goin' back and forth, oh
Why can't you just tell me how you're feelin'?
Why can't you admit it?
I told you everything about me
I just can't leave you alone
We keep coming back for more, oh
Why can't you just tell me how you're feelin'?"
Maroon-5,Memories,Roots Rock,"Here's to the ones that we got
Cheers to the wish you were here, but you're not
'Cause the drinks bring back all the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories
And the memories bring back, memories bring back you

There's a time that I remember, when I did not know no pain
When I believed in forever, and everything would stay the same
Now my heart feel like December when somebody say your name
'Cause I can't reach out to call you, but I know I will one day, yeah

Everybody hurts sometimes
Everybody hurts someday, ayy-ayy
But everything gon' be alright
Go and raise a glass and say, ayy

Here's to the ones that we got
Cheers to the wish you were here, but you're not
'Cause the drinks bring back all the memories"
Maroon-5,Memories Remix,Rock,"Here's to the ones that we got
Cheers to the wish you were here, but you're not
'Cause the drinks bring back all the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories
And the memories bring back, memories bring back you

Tequila drinkin', double shot, yeah, I need you
I know this life it look nice but it get deeper
I run from reapers, dodge bullets from Glock, Ninas
I live my life tryna prove myself to non-believers, gotta stop that
The devil talkin', I block that
Got some homies in Heaven now, they watch my back
For all this pain, we numb it with champagne
Hunnid bottles in the club, that's a goddamn shame

Everybody hurts sometimes
Everybody hurts someday, ayy-ayy (4Hunnid)
But everything gon' be alright
Go and raise a glass and say, ayy

Here's to the ones that we got
Cheers to the wish you were here, but you're not"
Maroon-5,Button,Rock,"Rain down like fire
Come push the button and turn me on
Give me good love, switch the siren on
Come push the button and turn me on
Trip, trip this wire
Come push the button and turn me on
Give me good love, switch the siren on
Come push the button and turn me on

I got the stars at my feet
You're one-way letter
I know I'm fallin' too deep
No, it doesn't even matter when I
Wake up in a cold sweat, in a cold sweat
Put your hands on my body
I wanna get right in the green light, in the green light
Come say that you want me now

Rain down like fire
Come push the button and turn me on
Give me good love, switch the siren on
Come push the button and turn me on
Trip, trip this wire
Come push the button and turn me on
Give me good love, switch the siren on"
Maroon-5,Lifestyle,Rock,"Uh, Jason Derulo
Oh yeah (go)

You shining bright just like Rihanna-na (shine)
Always be fucking on some comma-mas (fuck it up)
Oh girl, we notice your body the coldest
Everybody fall in love, fall in love

I'm a rollin' stone, baby, come on
Tell me what you like every night
Girl, I know you got your own
But you could be mine

You 'bout that lifestyle (lifestyle)
Everybody knows diamonds ain't got nothin' on you, oh, oh
We 'bout that lifestyle (lifestyle)"
Maroon-5,Best 4 U,Pop,"Yeah another night out
I get drunk, I get high
Then you call and I lie
And I say I'm on my way now
Yeah, I say I'm on my way now

Show up when it's lights out
When you're dressing for work
And I'm mumbling words
I don't know what to say now
No, I don't know what to say now

You tell me I don't care
Tell me I never try
I said I'm sorry
Maybe a million times
It's gonna hurt you
If I don't say goodbye
You don't believe me
You don't believe me

I just want the best for you
I just want the best for you
But I'm just not the best for you
You don't want
What I'm gonna put you through

I just want the best for you
I just want the best for you
But I'm just not the best for you
You don't want
What I'm gonna put you through

Oh oh oh no baby
Oh oh oh no baby
Oh oh oh oh baby
You don't want
What I'm gonna put you through"
Maroon-5,What Lovers Do,Pop,"Say say say, hey hey now, baby
Oh mama, don't play now, baby
Say say say, hey hey now, baby
Said let's get one thing straight now, baby

Tell me, tell me if you love me or not
Love me or not, love me or not
I'll bet the house on you, am I lucky or not
Lucky or not, lucky or not?
You gotta tell me if you love me or not
Love me or not, love me or not
Been wishin' for you, am I lucky or not
Lucky or not, lucky or not?

Ooh-ooh-ooh-ooh-ooh
Been wishin' for you
Ooh, ooh
Tryna do what lovers do, ooh
Ooh-ooh-ooh-ooh-ooh
Been wishin' for you
Ooh, ooh
Tryna do what lovers do, ooh

Say say say, hey hey now, baby
You gon' make me hit you with that laydown, baby (oh)
Oh, say say say, hey hey now, baby"
Maroon-5,Wait,Pop,"Dirty looks from your mother
Never seen you in a dress that color, no
It's a special occasion
Not invited but I'm glad I made it

Oh, let me apologize
I'll make up, make up, make up, make up for all those times
Your love, I don't wanna lose
I'm beggin', beggin', beggin', beggin', begging you

Wait, can you turn around, can you turn around?
Just wait, can we work this out, can we work this out?
Just wait, can you call me please? 'Cause I wanna be with you
Oh, wait, can you turn around, can you turn around?
Just wait, can we work this out, can we work this out?"
Maroon-5,Lips On You,Pop,"You keep me connected to you, like I was your shadow
You're givin' me answers to all of my questions here on my pillow, oh
Can't nothing get in between us, baby
We've been waiting on this moment for so long
You wanna be reckless, restless, right until tomorrow
Wait

When I put my lips on you
I feel the shivers go up and down your spine for me
Make you cry for me
When I put my lips on you
I hear your voice echoing all through the night for me
Baby, cry for me
When I put my lips on you (when I, when I, when I)
When I put my lips on you (when I, when I, when I)"
Maroon-5,Bet My Heart,Pop,"It's not time for conversation, no
I don't want to complicate this for you
And I leave them other girls alone
If you'll be the one that I come home to

All of my love, all of my love
My time, my attention
My patience, I'm giving it all
All the above, all the above
No this ain't the way
That I usually play this
No, no

Would I lose
If I bet my heart on you?
Would I lose
If I bet my heart on you?
I don't wanna slow down
Won't you let me know now
Would I lose, oh
If I bet my heart on you?
(Bet my heart on)"
Maroon-5,Help Me Out,Pop,"I'm getting kind of over this
I need a metamorphosis
Are you awake as me?
If not, do you wanna be?

Ooh, I need some temporary saving
Ooh, I need some, some uncomplicating

Help me out
'Cause I don't wanna do this on my own
Help me out, out
Help me out
'Cause I need something up to calm me down
Help me out, out

I don't mean to bother you
But there's something that I want from you
Distract me from thinking too much, hm
Loose ends all tied up with a touch"
Maroon-5,Who I Am,Pop,"Hello, is this thing on?
My man
See this one goes out to all the lovers
Lovers' lovers that is
Who spend their nights and days under covers
Girl, the sun could burn out
But shell still shine
Oh, yeah

No, don't ask me if I love you
'Cause I'm sure as the night is long
And don't ask me if I need you
'Cause I'm sure that the time will come

Oh, oh, hey, baby, this is who I am
I shouldn't have to say it for you to understand
'Cause you already got me in the palm of your hand
Just wait a couple lifetimes and ask me again

Ooh ooh ooh, ay
Ooh ooh ooh, ay"
Maroon-5,Whiskey,Pop,"Leaves are fallin', it's September
The night came in and made her shiver
I told her she could have my jacket
Wrapped it tight around her shoulders
And I was so young 'til she kissed me
Like a whiskey, like a whiskey

I never knew that love was blind
'Til I was hers, but she was never mine
Yeah, I was reckless
But I let it burn, I let it burn, yeah
The feelin', it was bittersweet
Realizin' I was in too deep
She was a lesson
I had to learn, I had to learn, yeah

I used to try to forget her
But now I smile when I remember
Ooh

Leaves are fallin' in September
The night came in and made her shiver
I told her she could have my jacket
Wrapped it tight around her shoulders"
Maroon-5,Girls Like You,Pop,"Spent 24 hours, I need more hours with you
You spent the weekend getting even, ooh
We spent the late nights making things right between us

But now it's all good, babe
Roll that back wood, babe
And play me close

'Cause girls like you run 'round with guys like me
'Til sun down when I come through
I need a girl like you, yeah yeah
Girls like you love fun and, yeah, me too
What I want when I come through
I need a girl like you, yeah yeah

Yeah yeah yeah, yeah yeah yeah
I need a girl like you, yeah yeah
Yeah yeah yeah, yeah yeah yeah
I need a girl like you

I spent last night on the last flight to you (ey ya)
Took a whole day up trying to get way up, ooh"
Maroon-5,Closure,Pop,"You come over to tell that it's over
Say you want to do this face to face
Bottle opens, we pour out our emotions
Knew that if you came here you would stay

If you want closure
Come on and close that door
I know, I know, I know
What you really came for
If you want closure
Come on and close that door
I know, I know, I know
What you really came for
I know what you want, baby
What you really came for
Closure
I know what you want, baby
Know what you came here for
Closure

How did we end up in this situation?"
Maroon-5,Denim Jacket,Pop,"You're standing there with your cigarette
Looking at me like we've never met
I know I fucked up
So I'll take the blame
And I don't expect you, to let me explain
You can't forgive, I can't forget

I know you are just too different now

But I miss you and that denim jacket
I let you get away, I let you get away
Do you still wear that denim jacket?
I let you get away, I let you get away
'Cause the color of that blue sky
Just reminds me of our goodbye
Do you still wear the denim jacket?
I let you get away, I let you get away

Now someone else is taking you home, yeah
Hands on the waist I used to hold, ooh ooh
And I know it's my fault"
Maroon-5,Visions,Pop,"I keep seeing visions of you
Visions of, visions of you
I keep getting stuck in this day
Stuck in this déjà-vu

It's like I'm never riding solo
I feel you walking in my shadow
Never hit me quite like that though
'Cause now I'm under your spell
Late nights and I can't sleep
Choked up and I can't breathe
No one that can save me
'Cause now I'm under your spell

I keep seeing visions of you
Visions of, visions of you
I keep getting stuck in this day
Stuck in this déjà-vu
Even in my darkest hour
Even when I know it can't be true
I keep seeing visions of you
Visions of, visions of you

Oh oh oh oh, oh oh oh
Oh oh oh oh, oh oh oh
Oh oh oh oh, oh oh oh
(I keep seeing visions of you)"
Maroon-5,Plastic Rose,Pop,"All I gave to you
Was my heart, my keys, my bed, my home
All I gave to you
Was my time, my green, my favorite jeans
And everything you choose

Tell me ho-ho-how, how, ho-ho-how
Can you take all that?
Can you take all that?
Tell me ho-ho-how, how, ho-ho-how
Oh, can you take all that?
And give one thing back?
Woah, oh

Baby, all you gave me was
Baby, all you gave me was a plastic, plastic
How'd you make it feel like love?
Baby, all you gave me was a plastic rose

Baby, all you gave me was (all you gave me was)
Baby, all you gave me was a plastic, plastic"
Maroon-5,Don't Wanna Know,Pop,"I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no

I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know

Wasted
And the more I drink, the more I think about you
Oh, no-no, I can't take it
Baby, every place I go reminds me of you

Do you think of me, of what we used to be?
Is it better now that I'm not around?
My friends are actin' strange, they don't bring up your name
Are you happy now? Are you happy now?

I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no

I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so"
Maroon-5,Cold,Salsa y Tropical,"Cold enough to chill my bones
It feels like I don't know you anymore
I don't understand why you're so cold to me
With every breath you breathe
I see there's something going on
I don't understand why you're so cold

Are we taking time or a time out?
I can't take the in between
Asking me for space here in my house
You know how to fuck with me

Acting like we're not together
After everything that we've been through
Sleeping up under the covers
How am I so far away from you?

Distant when we're kissing
Feel so different
Baby tell me how did you get so"
Maroon-5,Girls Like You (Cardi B Version),Pop,"Spent 24 hours
I need more hours with you
You spent the weekend
Getting even, ooh

We spent the late nights
Making things right between us
But now it's all good, babe
Roll that backwood, babe, and play me close (Yeah)

'Cause girls like you
Run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah

Girls like you
Love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah, yeah

Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you, yeah, yeah
Yeah yeah yeah, yeah, yeah, yeah
I need a girl like you

I spent last night
On the last flight to you (Ay)
Took a whole day up
Tryna get way up, ooh"
Maroon-5,Best 4 U,Pop,"Yeah another night out
I get drunk, I get high
Then you call and I lie
And I say I'm on my way now
Yeah, I say I'm on my way now

Show up when it's lights out
When you're dressing for work
And I'm mumbling words
I don't know what to say now
No, I don't know what to say now

You tell me I don't care
Tell me I never try
I said I'm sorry
Maybe a million times
It's gonna hurt you
If I don't say goodbye
You don't believe me
You don't believe me

I just want the best for you
I just want the best for you
But I'm just not the best for you
You don't want
What I'm gonna put you through

I just want the best for you
I just want the best for you
But I'm just not the best for you
You don't want
What I'm gonna put you through

Oh oh oh no baby
Oh oh oh no baby
Oh oh oh oh baby
You don't want
What I'm gonna put you through"
Maroon-5,What Lovers Do,Pop,"Say say say, hey hey now, baby
Oh mama, don't play now, baby
Say say say, hey hey now, baby
Said let's get one thing straight now, baby

Tell me, tell me if you love me or not
Love me or not, love me or not
I'll bet the house on you, am I lucky or not
Lucky or not, lucky or not?
You gotta tell me if you love me or not
Love me or not, love me or not
Been wishin' for you, am I lucky or not
Lucky or not, lucky or not?

Ooh-ooh-ooh-ooh-ooh
Been wishin' for you
Ooh, ooh
Tryna do what lovers do, ooh
Ooh-ooh-ooh-ooh-ooh
Been wishin' for you
Ooh, ooh
Tryna do what lovers do, ooh

Say say say, hey hey now, baby
You gon' make me hit you with that laydown, baby (oh)
Oh, say say say, hey hey now, baby"
Maroon-5,Wait,Pop,"Dirty looks from your mother
Never seen you in a dress that color, no
It's a special occasion
Not invited but I'm glad I made it

Oh, let me apologize
I'll make up, make up, make up, make up for all those times
Your love, I don't wanna lose
I'm beggin', beggin', beggin', beggin', begging you

Wait, can you turn around, can you turn around?
Just wait, can we work this out, can we work this out?
Just wait, can you call me please? 'Cause I wanna be with you
Oh, wait, can you turn around, can you turn around?
Just wait, can we work this out, can we work this out?"
Maroon-5,Lips On You,Pop,"You keep me connected to you, like I was your shadow
You're givin' me answers to all of my questions here on my pillow, oh
Can't nothing get in between us, baby
We've been waiting on this moment for so long
You wanna be reckless, restless, right until tomorrow
Wait

When I put my lips on you
I feel the shivers go up and down your spine for me
Make you cry for me
When I put my lips on you
I hear your voice echoing all through the night for me
Baby, cry for me
When I put my lips on you (when I, when I, when I)
When I put my lips on you (when I, when I, when I)"
Maroon-5,Bet My Heart,Pop,"It's not time for conversation, no
I don't want to complicate this for you
And I leave them other girls alone
If you'll be the one that I come home to

All of my love, all of my love
My time, my attention
My patience, I'm giving it all
All the above, all the above
No this ain't the way
That I usually play this
No, no

Would I lose
If I bet my heart on you?
Would I lose
If I bet my heart on you?
I don't wanna slow down
Won't you let me know now
Would I lose, oh
If I bet my heart on you?
(Bet my heart on)"
Maroon-5,Help Me Out,Pop,"I'm getting kind of over this
I need a metamorphosis
Are you awake as me?
If not, do you wanna be?

Ooh, I need some temporary saving
Ooh, I need some, some uncomplicating

Help me out
'Cause I don't wanna do this on my own
Help me out, out
Help me out
'Cause I need something up to calm me down
Help me out, out

I don't mean to bother you
But there's something that I want from you
Distract me from thinking too much, hm
Loose ends all tied up with a touch"
Maroon-5,Who I Am,Pop,"Hello, is this thing on?
My man
See this one goes out to all the lovers
Lovers' lovers that is
Who spend their nights and days under covers
Girl, the sun could burn out
But shell still shine
Oh, yeah

No, don't ask me if I love you
'Cause I'm sure as the night is long
And don't ask me if I need you
'Cause I'm sure that the time will come

Oh, oh, hey, baby, this is who I am
I shouldn't have to say it for you to understand
'Cause you already got me in the palm of your hand
Just wait a couple lifetimes and ask me again

Ooh ooh ooh, ay
Ooh ooh ooh, ay"
Maroon-5,Whiskey,Pop,"Leaves are fallin', it's September
The night came in and made her shiver
I told her she could have my jacket
Wrapped it tight around her shoulders
And I was so young 'til she kissed me
Like a whiskey, like a whiskey

I never knew that love was blind
'Til I was hers, but she was never mine
Yeah, I was reckless
But I let it burn, I let it burn, yeah
The feelin', it was bittersweet
Realizin' I was in too deep
She was a lesson
I had to learn, I had to learn, yeah

I used to try to forget her
But now I smile when I remember
Ooh

Leaves are fallin' in September
The night came in and made her shiver
I told her she could have my jacket
Wrapped it tight around her shoulders"
Maroon-5,Girls Like You,Pop,"Spent 24 hours, I need more hours with you
You spent the weekend getting even, ooh
We spent the late nights making things right between us

But now it's all good, babe
Roll that back wood, babe
And play me close

'Cause girls like you run 'round with guys like me
'Til sun down when I come through
I need a girl like you, yeah yeah
Girls like you love fun and, yeah, me too
What I want when I come through
I need a girl like you, yeah yeah

Yeah yeah yeah, yeah yeah yeah
I need a girl like you, yeah yeah
Yeah yeah yeah, yeah yeah yeah
I need a girl like you

I spent last night on the last flight to you (ey ya)
Took a whole day up trying to get way up, ooh"
Maroon-5,Closure,Pop,"You come over to tell that it's over
Say you want to do this face to face
Bottle opens, we pour out our emotions
Knew that if you came here you would stay

If you want closure
Come on and close that door
I know, I know, I know
What you really came for
If you want closure
Come on and close that door
I know, I know, I know
What you really came for
I know what you want, baby
What you really came for
Closure
I know what you want, baby
Know what you came here for
Closure

How did we end up in this situation?"
Maroon-5,Denim Jacket,Pop,"You're standing there with your cigarette
Looking at me like we've never met
I know I fucked up
So I'll take the blame
And I don't expect you, to let me explain
You can't forgive, I can't forget

I know you are just too different now

But I miss you and that denim jacket
I let you get away, I let you get away
Do you still wear that denim jacket?
I let you get away, I let you get away
'Cause the color of that blue sky
Just reminds me of our goodbye
Do you still wear the denim jacket?
I let you get away, I let you get away

Now someone else is taking you home, yeah
Hands on the waist I used to hold, ooh ooh
And I know it's my fault"
Maroon-5,Visions,Pop,"I keep seeing visions of you
Visions of, visions of you
I keep getting stuck in this day
Stuck in this déjà-vu

It's like I'm never riding solo
I feel you walking in my shadow
Never hit me quite like that though
'Cause now I'm under your spell
Late nights and I can't sleep
Choked up and I can't breathe
No one that can save me
'Cause now I'm under your spell

I keep seeing visions of you
Visions of, visions of you
I keep getting stuck in this day
Stuck in this déjà-vu
Even in my darkest hour
Even when I know it can't be true
I keep seeing visions of you
Visions of, visions of you

Oh oh oh oh, oh oh oh
Oh oh oh oh, oh oh oh
Oh oh oh oh, oh oh oh
(I keep seeing visions of you)"
Maroon-5,Plastic Rose,Pop,"All I gave to you
Was my heart, my keys, my bed, my home
All I gave to you
Was my time, my green, my favorite jeans
And everything you choose

Tell me ho-ho-how, how, ho-ho-how
Can you take all that?
Can you take all that?
Tell me ho-ho-how, how, ho-ho-how
Oh, can you take all that?
And give one thing back?
Woah, oh

Baby, all you gave me was
Baby, all you gave me was a plastic, plastic
How'd you make it feel like love?
Baby, all you gave me was a plastic rose

Baby, all you gave me was (all you gave me was)
Baby, all you gave me was a plastic, plastic"
Maroon-5,Don't Wanna Know,Pop,"I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no

I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know

Wasted
And the more I drink, the more I think about you
Oh, no-no, I can't take it
Baby, every place I go reminds me of you

Do you think of me, of what we used to be?
Is it better now that I'm not around?
My friends are actin' strange, they don't bring up your name
Are you happy now? Are you happy now?

I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no

I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so"
Maroon-5,Cold,Salsa y Tropical,"Cold enough to chill my bones
It feels like I don't know you anymore
I don't understand why you're so cold to me
With every breath you breathe
I see there's something going on
I don't understand why you're so cold

Are we taking time or a time out?
I can't take the in between
Asking me for space here in my house
You know how to fuck with me

Acting like we're not together
After everything that we've been through
Sleeping up under the covers
How am I so far away from you?

Distant when we're kissing
Feel so different
Baby tell me how did you get so"
Maroon-5,Moves Like Jagger (Live In Manchester),Pop,"Oh, nah
Oh

Just shoot for the stars
If it feels right, then aim for my heart
If you feel like and take me away
And make it okay
I swear I'll behave

You wanted control, so we waited
I put on a show, now I'm naked
You say I'm a kid
My ego is big
I don't give a shit

And it goes like this, uh

Take me by the tongue and I'll know you (uh)
Kiss me 'til you're drunk and I'll show you
You want the moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger (uh)

I don't need to try to control you (uh)
Look into my eyes and I'll own you
With them moves like Jagger"
Maroon-5,Stereo Hearts (Live In Manchester),Pop,"My heart's a stereo
It beats for you, so listen close
Hear my thoughts in every note, oh oh

Make me your radio
Turn me up when you feel low
This melody was meant for you
Just sing along to my stereo

If I was just another dusty record on the shelf
Would you blow me off and play me like everybody else?
If I ask you to scratch my back, could you handle that?
Like yikky-yeah check it Travie, I can handle that
Furthermore, I apologize for any skipping tracks
It's just the last girl that played me left a couple cracks
I used to, used to, used to, used to, now I'm over that
'Cause holding grudges over love is ancient artifacts

If I could only find a note to make you understand
I'd sing it softly in your ear and grab you by the hand
Just keep me stuck inside your head, like your favorite tune
And know my heart's a stereo that only plays for you, yeah

My heart's a stereo
It beats for you, so listen close
Hear my thoughts in every note, oh oh"
Maroon-5,Animals (Live In Manchester),Pop,"Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals
Like animals-mals
Maybe you think that you can hide
I can smell your scent for miles
Just like animals, animals
Like animals-mals
Baby, I'm

So what you trying to do to me
It's like we can't stop, we're enemies
But we get along when I'm inside you, yeah
You're like a drug that's killing me
I cut you out entirely
But I get so high when I'm inside you

Yeah, you can start over, you can run free
You can find other fish in the sea
You can pretend it's meant to be
But you can't stay away from me
I can still hear you making that sound
Taking me down, rolling on the ground
You can pretend that it was me
But no, oh

Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals
Like animals-mals
Maybe you think that you can hide
I can smell your scent for miles"
Maroon-5,Daylight (Live In Manchester),Pop,"Ooh oh oh, ooh oh oh
Ooh oh oh, oh oh oh oh oh
Ooh oh oh, ooh oh oh
Ooh oh oh, oh oh oh oh oh
Ooh oh oh, ooh oh oh
Ooh oh oh, oh oh oh oh oh
Ooh oh oh, ooh oh oh
Ooh oh oh, oh oh oh oh oh

Here I am waiting
I'll have to leave soon
Why am I holding on?
We knew this day would come
We knew it all along
How did it come so fast?
This is our last night but it's late
And I'm trying not to sleep
'Cause I know, when I wake, I will have to slip away

And when the daylight comes I'll have to go
But tonight I'm gonna hold you so close
'Cause in the daylight we'll be on our own
But tonight I need to hold you so close"
Maroon-5,Maps (Live In Manchester),Pop,"Ooh
Aooh
Aooh

I miss the taste of a sweeter life
I miss the conversation
I'm searching for a song tonight
I'm changing all of the stations

I like to think that we had it all
We drew a map to a better place
But on that road I took a fall
Oh, baby, why did you run away?

I was there for you
In your darkest times
I was there for you
In your darkest nights

But I wonder, where were you?
When I was at my worst
Down on my knees
And you said you had my back
And I wonder, where were you?
When all the roads you took came back to me
So I'm following the map that leads to you

The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you"
Maroon-5,This Love (Live In Manchester),Pop,"I was so high I did not recognize
The fire burning in her eyes
The chaos that controlled my mind
Whispered goodbye as she got on a plane
Never to return again but always in my heart, oh

This love has taken its toll on me
She said goodbye too many times before
Her heart is breakin' in front of me
And I have no choice, 'cause I won't say goodbye anymore
Whoa, whoa, whoa

One more time, you're ready?
Whoa, whoa, whoa
Yeah
Wooh ooh

I was so high I did not recognize
The fire burning in her eyes
The chaos that controlled my mind
Whispered goodbye as she got on a plane"
Maroon-5,Girls Like You (Cardi B Version),Pop,"Spent 24 hours
I need more hours with you
You spent the weekend
Getting even, ooh

We spent the late nights
Making things right between us
But now it's all good, babe
Roll that backwood, babe, and play me close (Yeah)

'Cause girls like you
Run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah

Girls like you
Love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah, yeah

Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you, yeah, yeah
Yeah yeah yeah, yeah, yeah, yeah
I need a girl like you

I spent last night
On the last flight to you (Ay)
Took a whole day up
Tryna get way up, ooh"
Maroon-5,This Love,Pop,"I was so high, I did not recognize
The fire burning in her eyes
The chaos that controlled my mind
Whispered goodbye as she got on a plane
Never to return again but always in my heart, oh

This love has taken its toll on me
She said goodbye too many times before
And her heart is breakin' in front of me
And I have no choice
'Cause I won't say goodbye anymore

Whoa
Whoa
Whoa

I tried my best to feed her appetite
Keep her coming every night"
Maroon-5,Payphone,Pop,"I'm at a payphone trying to call home
All of my change I spent on you
Where have the times gone?
Baby, it's all wrong
Where are the plans we made for two?

Yeah, I, I know it's hard to remember
The people we used to be
It's even harder to picture
That you're not here next to me

You say it's too late to make it
But is it too late to try?
And in our time that you wasted
All of our bridges burned down

I've wasted my nights
You turned out the lights
Now I'm paralyzed
Still stuck in that time, when we called it love
But even the sun sets in paradise

I'm at a payphone, trying to call home
All of my change I spent on you
Where have the times gone?
Baby, it's all wrong
Where are the plans we made for two?

If ""happy ever after"" did exist
I would still be holding you like this
All those fairy tales are full of shit"
Maroon-5,She Will Be Loved,Pop,"Beauty queen of only 18
She had some trouble with herself
He was always there to help her
She always belonged to someone else

I drove for miles and miles
And wound up at your door
I've had you so many times
But somehow, I want more

I don't mind spending every day
Out on your corner in the pouring rain
Look for the girl with the broken smile
Ask her if she wants to stay a while

And she will be loved
And she will be loved

Tap on my window, knock on my door, I
Want to make you feel beautiful"
Maroon-5,One More Night,Pop,"Ooh, ooh ooh ooh, ooh, ooh, ooh, ooh

You and I go hard
At each other like we're going to war
You and I go rough
We keep throwing things and slamming the doors
You and I get so damn dysfunctional we stop keeping score
You and I get sick
Yeah, I know that we can't do this no more, yeah

But baby, there you go again, there you go again making me love you
Yeah, I stopped using my head, using my head
Let it all go
Got you stuck on my body, on my body like a tattoo
And now I'm feeling stupid, feeling stupid crawling back to you

So I cross my heart, and I hope to die
That I'll only stay with you one more night
And I know, I said it a million times
But I'll only stay with you one more night

Try to tell you, ""No""
But my body keeps on telling you, ""Yes"""
Maroon-5,Moves Like Jagger,Pop,"Oh, nah
Oh

Just shoot for the stars
If it feels right, then aim for my heart
If you feel like and take me away
And make it okay
I swear I'll behave

You wanted control, so we waited
I put on a show, now I'm naked
You say I'm a kid
My ego is big
I don't give a shit

And it goes like this, uh

Take me by the tongue and I'll know you (uh)
Kiss me 'til you're drunk and I'll show you
You want the moves like Jagger
I've got them moves like Jagger
I've got them moves like Jagger (uh)

I don't need to try to control you (uh)
Look into my eyes and I'll own you
With them moves like Jagger"
Maroon-5,Wake Up Call,Pop,"I didn't hear what you were saying
I live on raw emotion, baby
I answer questions, never maybe

And I'm not kind if you betray me
So, who the hell are you to save me?
I never would have made it, babe

If you needed love
Well, then, ask for love
Could have given love
Now I'm taking love
And it's not my fault
'Cause you both deserve
What's coming now
So, don't say a word

Wake up call
Caught you in the morning with another one in my bed
Don't you care about me anymore?
Don't you care about me?
I don't think so
Six foot tall
Came without a warning, so I had to shoot him dead
He won't come around here anymore
Come around here?
I don't think so

Would have bled to make you happy
You didn't need to treat me that way"
